EntryID,LemmaID,Code,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List,Neighborhood Density
after,after,B_02_030,3.88,1.5090000000000001,-0.43200000000000005,25.0,0.0,3.786,1.4769999999999999,-0.48200000000000004,14.0,0.0,,,3.2,2.045,0.212,30.0,,4.542,Minor,533.87,1034.37,500.5,829.0,32.0,2.0,3.0,2.0,31.0,0.0,3.0,2.0,22.0,0.0,2,1582.0,780.0,1764.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Curved,Hand,FingerRadial,FingerBack,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,30,2,540
afternoon,,J_01_040,5.8,,0.9420000000000001,,,,,,,,,,1.56,1.121,-0.772,25.0,,,,,,,,,,,,,,,,,,0,959.0,475.0,1070.0,Arbitrary,,0.0,0.0,1.0,closed_b,0.0,imrp,1,0.0,0.0,0.0,Closed,NoContact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,40,1,865
again,,J_02_013,6.067,,1.156,,,,,,,,,,2.0,1.351,-0.589,24.0,,,,,,,,,,,,,,,,,,3,957.0,308.0,1005.0,Arbitrary,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Curved,Hand,HandAway,Palm,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,13,2,540
against,,H_03_3,4.428999999999999,,0.198,,,,,,,,,,3.75,1.871,0.278,24.0,against,,Verb,,,,,,,,,,,,,,,0,952.0,324.0,1005.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Straight,Hand,Palm,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,3,3,540
age,age,B_02_071,5.4,1.19,0.486,25.0,0.0,5.2860000000000005,1.139,0.39399999999999996,14.0,0.0,,,1.7,2.045,-0.524,30.0,,3.6060000000000003,Noun,400.4,834.17,433.77,802.0,31.0,4.0,3.0,1.0,31.0,0.0,2.0,1.0,22.0,0.0,1,1505.0,667.0,1646.0,Arbitrary,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,1.0,Open,Contact,OneHanded,Straight,Head,Chin,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,71,2,520
agency,,H_01_44,4.0,,-0.084,,,,,,,,,,2.036,2.0269999999999997,-0.584,28.0,an agency,,Noun,,,,,,,,,,,,,,,4,961.0,828.0,1268.0,Arbitrary,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,44,1,865
agreement,agreement,C_02_078,5.033,1.2990000000000002,0.40299999999999997,30.0,0.0,5.444,1.247,0.525,18.0,0.0,,,3.148,2.025,0.157,27.0,,2.951,Noun,600.6,1067.73,467.13,751.0,23.0,22.0,2.0,2.0,30.0,0.0,2.0,1.0,21.0,0.0,0,1600.0,809.0,1793.0,Arbitrary,0.0,0.0,1.0,2.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,None,Head,Forehead,,1.0,,0.0,1,0.0,i,1,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,78,2,45
airplane,airplane,D_03_068,4.808,1.47,0.379,26.0,0.0,5.188,1.328,0.5479999999999999,16.0,0.0,,,1.7730000000000001,2.009,-0.616,22.0,,2.747,Noun,467.13,1668.34,1201.2,889.0,12.0,1.0,5.0,2.0,26.0,1.0,5.0,1.0,18.0,1.0,1,1720.0,798.0,1896.0,Arbitrary,0.0,0.0,0.0,1.0,ily,1.0,ip,1,0.0,,,Open,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,68,3,865
alarm,alarm,C_01_085,4.4,1.476,0.044000000000000004,30.0,0.0,4.7219999999999995,1.6019999999999999,0.139,18.0,0.0,,,1.6669999999999998,1.921,-0.607,30.0,,3.1830000000000003,Noun,867.53,1434.77,567.23,797.0,53.0,6.0,3.0,2.0,30.0,0.0,3.0,2.0,21.0,0.0,2,1720.0,798.0,1896.0,Arbitrary,0.0,0.0,0.0,1.0,1,0.0,m,5,0.0,,,Open,Contact,AsymmetricalDifferentHandshape,Straight,Hand,Palm,,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,85,1,540
alaska,,H_02_87,2.556,,-0.903,,,,,,,,,,1.1740000000000002,0.65,-0.982,24.0,,,Name,,,,,,,,,,,,,,,3,973.0,1056.0,1436.0,Arbitrary,,0.0,0.0,1.0,s,0.0,imrp,7,1.0,0.0,1.0,Open,NoContact,OneHanded,Curved,Head,HeadTop,CheekNose,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,87,2,520
alcohol,,E_03_12,5.332999999999999,,0.615,,,,,,,,,,1.531,2.0180000000000002,-0.825,32.0,,2.927,Noun,,,,,,,,,,,,,,,2,963.0,591.0,1130.0,Arbitrary,,0.0,0.0,1.0,flat_horns,1.0,ip,4,0.0,,,Closed,NoContact,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,12,3,540
align,,H_02_22,4.75,,0.353,,,,,,,,,,1.913,1.311,-0.6509999999999999,24.0,,,Verb,,,,,,,,,,,,,,,1,959.0,749.0,1217.0,Arbitrary,,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,22,2,865
all,all,C_03_088,5.3,1.685,0.524,30.0,0.0,5.444,1.58,0.527,18.0,0.0,,,2.8,2.075,-0.09300000000000001,35.0,,5.42,Minor,367.03,1334.67,967.63,829.0,35.0,5.0,2.0,2.0,30.0,0.0,2.0,2.0,21.0,0.0,2,1701.0,778.0,1870.0,Arbitrary,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,Circular,Hand,HandAway,FingerFront,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,88,3,540
all_day,,H_02_93,5.4639999999999995,,0.794,,,,,,,,,,3.304,1.636,-0.016,24.0,all day,,Adverb,,,,,,,,,,,,,,,1,983.0,1208.0,1557.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,93,2,865
all_gone,,J_03_021,4.69,,0.325,,,,,,,,,,2.682,1.912,-0.047,22.0,all gone,,,,,,,,,,,,,,,,,1,962.0,867.0,1295.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,OneHanded,Curved,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,21,3,520
all_of_sudden,,H_01_96,4.37,,0.12,,,,,,,,,,4.8,2.16,0.307,25.0,all of a sudden,,Adverb,,,,,,,,,,,,,,,1,953.0,319.0,1005.0,Perceptual,,0.0,0.0,1.0,curved_v,1.0,imrp,5,1.0,0.0,0.0,Open,Contact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,96,1,865
all_over,,J_02_064,4.433,,0.204,,,,,,,,,,4.583,1.3159999999999998,0.6859999999999999,24.0,whole area,,,,,,,,,,,,,,,,,1,962.0,867.0,1295.0,Perceptual,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,64,2,865
all_over_body,,H_03_78,3.407,,-0.40399999999999997,,,,,,,,,,6.207999999999999,1.103,1.514,24.0,all over the body,,Adverb,,,,,,,,,,,,,,,0,977.0,222.0,1002.0,Both,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,78,3,865
all_together,,J_01_044,4.567,,0.223,,,,,,,,,,4.0,1.528,0.33899999999999997,25.0,all together,,,,,,,,,,,,,,,,,3,963.0,591.0,1130.0,Perceptual,,0.0,0.0,1.0,curved_5,1.0,imrp,5,1.0,1.0,1.0,Open,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,44,1,865
all_way,,H_01_84,4.083,,-0.07400000000000001,,,,,,,,,,3.792,1.817,-0.19399999999999998,24.0,all the way,,Adverb,,,,,,,,,,,,,,,1,959.0,713.0,1195.0,Arbitrary,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,84,1,865
allergy,,G_03_72,2.0669999999999997,,-1.117,,,,,,,,,,1.55,2.021,-0.757,20.0,,1.94,Noun,,,,,,,,,,,,,,,1,969.0,982.0,1380.0,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,1.0,,,Closed,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,72,3,865
alone,alone,D_02_024,3.963,1.4269999999999998,-0.132,27.0,0.0,4.176,1.551,-0.057999999999999996,17.0,0.0,,,2.161,2.166,-0.37,31.0,,4.197,Adjective,500.5,1768.44,1267.94,877.0,22.0,3.0,4.0,2.0,26.0,0.0,4.0,2.0,18.0,0.0,2,1746.0,813.0,1926.0,Arbitrary,0.0,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,Circular,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,24,2,865
alone_2,,H_01_1,4.428999999999999,,0.109,,,,,,,,,,3.56,1.3559999999999999,-0.249,25.0,alone,,Adverb,,,,,,,,,,,,,,,1,,,,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,Circular,Body,TorsoTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,1,1,205
alphabet,alphabet,B_02_024,3.88,1.8559999999999999,-0.47700000000000004,25.0,0.0,3.071,1.685,-0.9840000000000001,14.0,0.0,,,2.633,2.045,-0.068,30.0,,2.1069999999999998,Noun,367.03,1001.0,633.97,833.0,21.0,4.0,2.0,2.0,31.0,0.0,2.0,1.0,22.0,0.0,2,1585.0,792.0,1772.0,Arbitrary,1.0,1.0,0.0,3.0,a,1.0,t,,,,,Open,,OneHanded,None,Neutral,Neutral,,0.0,,0.0,closed_b,0.0,imrp,1,,0.0,,Closed,NoContact,,,,,,,,,c,0.0,imrp,5,,0.0,,Open,NoContact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,24,2,865
alright,,J_03_025,5.31,,0.69,,,,,,,,,,1.909,1.192,-0.414,22.0,,,,,,,,,,,,,,,,,,0,959.0,475.0,1070.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,AsymmetricalSameHandshape,None,Hand,Palm,HandAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,25,3,540
always,,J_03_076,6.103,,1.161,,,,,,,,,,3.227,1.412,0.27699999999999997,22.0,,,,,,,,,,,,,,,,,,1,969.0,982.0,1380.0,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,Circular,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,76,3,865
amazing,amazing,D_02_093,4.7780000000000005,1.5530000000000002,0.307,27.0,0.0,5.059,1.435,0.483,17.0,0.0,52.0,53.0,3.097,1.821,-0.125,31.0,,3.62,Adjective,533.87,1267.94,734.07,851.0,46.0,8.0,2.0,1.0,26.0,-1.0,2.0,1.0,18.0,-1.0,0,1652.0,776.0,1825.0,Arbitrary,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,OneHanded,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,93,2,520
america,america,C_02_006,4.5,1.306,0.096,30.0,0.0,4.888999999999999,1.278,0.191,18.0,0.0,,,1.5930000000000002,2.025,-0.591,27.0,,3.5989999999999998,Name,567.23,1334.67,767.43,869.0,71.0,3.0,2.0,1.0,30.0,-1.0,2.0,1.0,21.0,-1.0,1,1670.0,774.0,1841.0,Arbitrary,0.0,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,6,2,865
analyze,,G_02_75,5.2589999999999995,,0.564,,,,,,,,,,2.129,1.995,-0.59,31.0,,2.22,Verb,,,,,,,,,,,,,,,3,966.0,945.0,1351.0,Arbitrary,,0.0,0.0,1.0,v,1.0,im,1,1.0,1.0,0.0,Closed,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,75,2,865
and,and,B_03_072,5.207999999999999,1.587,0.34700000000000003,24.0,0.0,5.0,1.871,0.141,13.0,0.0,,,1.567,1.9480000000000002,-0.624,30.0,,5.834,Minor,400.4,734.07,333.67,857.0,10.0,3.0,1.0,0.0,31.0,-1.0,1.0,0.0,22.0,-1.0,2,1505.0,667.0,1646.0,Arbitrary,0.0,0.0,0.0,1.0,flatspread_4,1.0,imrp,4,1.0,1.0,1.0,Open,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,72,3,865
angel,angel,A_03_085,3.167,1.659,-0.456,24.0,0.0,3.267,1.58,-0.35700000000000004,15.0,0.0,,,4.667,2.153,0.506,21.0,,3.6010000000000004,Noun,567.23,1267.94,700.7,859.0,22.0,1.0,4.0,2.0,31.0,0.0,4.0,2.0,19.0,0.0,1,1713.0,799.0,1890.0,,0.0,0.0,0.0,1.0,open_b,1.0,imrp,1,1.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Body,Shoulder,BodyAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,85,3,205
angry,angry,B_01_070,4.96,1.172,0.157,25.0,0.0,5.2139999999999995,1.051,0.33399999999999996,14.0,0.0,,,2.741,2.016,-0.055999999999999994,27.0,,3.478,Adjective,467.13,834.17,367.03,690.0,9.0,1.0,2.0,2.0,31.0,0.0,2.0,2.0,22.0,0.0,2,1491.0,671.0,1635.0,Arbitrary,0.0,0.0,0.0,1.0,5,0.0,imrp,1,1.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Body,TorsoTop,BodyAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,70,1,205
animal,animal,B_03_002,5.4,1.155,0.47600000000000003,25.0,0.0,5.571000000000001,1.158,0.5529999999999999,14.0,0.0,,,1.6,1.9480000000000002,-0.603,30.0,,3.366,Noun,567.23,1234.57,667.33,749.0,16.0,1.0,1.0,1.0,31.0,-1.0,2.0,1.0,22.0,-1.0,1,1620.0,780.0,1798.0,Arbitrary,0.0,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Body,TorsoTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,2,3,205
announce,announce,C_01_086,4.6,1.354,0.142,30.0,0.0,4.833,1.2,0.163,18.0,0.0,,,4.2,1.921,0.6579999999999999,30.0,,2.698,Verb,467.13,767.43,300.3,875.0,27.0,12.0,3.0,2.0,30.0,0.0,3.0,2.0,21.0,0.0,2,1585.0,792.0,1772.0,Pantomimic,0.0,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Curved,Head,Mouth,HeadAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,86,1,520
answer,,E_03_65,5.067,,0.456,,,,,,,,,,2.7,2.0180000000000002,-0.23800000000000002,30.0,,3.9539999999999997,Verb,,,,,,,,,,,,,,,0,960.0,522.0,1092.0,Arbitrary,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,SymmetricalOrAlternating,Straight,Head,Mouth,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,65,3,520
antlers,,F_01_27,3.5380000000000003,,-0.368,,,,,,,,,,6.03,1.9680000000000002,1.2209999999999999,33.0,,1.672,Noun,,,,,,,,,,,,,,,1,969.0,982.0,1380.0,,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Head,Forehead,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,27,1,520
any,,G_01_16,5.2589999999999995,,0.5920000000000001,,,,,,,,,,1.867,1.85,-0.677,30.0,,4.749,Minor,,,,,,,,,,,,,,,4,960.0,522.0,1092.0,Arbitrary,1.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,16,1,865
anyone,,H_01_59,4.2139999999999995,,0.034,,,,,,,,,,2.037,1.224,-0.795,27.0,,,Minor,,,,,,,,,,,,,,,4,960.0,676.0,1174.0,Arbitrary,,0.0,1.0,2.0,a,1.0,t,,0.0,,,Open,,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,59,1,27
apart,,E_02_33,4.718999999999999,,0.239,,,,,,,,,,5.067,2.052,0.595,30.0,,3.38,Adjective,,,,,,,,,,,,,,,1,969.0,982.0,1380.0,,,0.0,0.0,1.0,open_b,1.0,imrp,1,1.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,33,2,865
appear,appear,C_03_064,4.9,1.517,0.33,30.0,0.0,4.888999999999999,1.745,0.203,18.0,0.0,,,2.3609999999999998,2.075,-0.3,36.0,,3.077,Verb,400.4,934.27,533.87,756.0,36.0,10.0,3.0,2.0,30.0,0.0,3.0,2.0,21.0,0.0,1,1585.0,792.0,1772.0,Arbitrary,0.0,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,Other,1.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,64,3,540
